row_number,Gender,Age,MaritalStatus,Education,EducationField,Department,JobRole,BusinessTravel,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,DistanceFromHome,RelationshipSatisfaction,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,StockOptionLevel,TrainingTimesLastYear,JobLevel,Attrition,YearsAtCompany
802,Male,50,Single,Master,Other,Sales,Sales Executive,Travel_Frequently,4728,17251,959,81,14,1,Very High,Very High,High,High,Better,Excellent,3,5,0,0,0,Yes,0,4,2,Yes,0
803,Female,33,Married,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Frequently,4302,13401,970,30,17,7,High,Very High,High,Medium,Better,Excellent,0,4,2,0,2,No,1,3,2,No,3
804,Male,34,Married,Master,Life Sciences,Research & Development,Research Scientist,Non-Travel,2979,22478,697,40,17,3,Very High,High,Medium,Very High,Better,Excellent,3,6,0,0,0,No,3,2,1,No,0
805,Male,48,Single,Master,Medical,Research & Development,Manager,Non-Travel,16885,16154,1262,35,22,1,High,Low,Very High,Very High,Good,Outstanding,2,27,4,2,1,No,0,3,4,No,5
806,Female,45,Married,Master,Life Sciences,Sales,Sales Executive,Non-Travel,5593,17970,1050,65,13,9,Very High,Medium,Medium,High,Better,Excellent,1,15,10,4,12,No,1,2,2,No,15
807,Male,52,Single,Master,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,10445,15322,994,87,19,7,Very High,Medium,High,Medium,Better,Excellent,7,18,6,4,0,No,0,4,3,No,8
808,Male,38,Divorced,Master,Marketing,Sales,Sales Executive,Travel_Rarely,8740,5569,770,73,14,10,Medium,High,Medium,High,Better,Excellent,0,9,7,2,7,Yes,2,2,3,No,8
809,Female,29,Divorced,Master,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2514,26968,1107,93,22,28,Low,High,High,Very High,Better,Outstanding,4,11,5,1,7,No,1,1,1,No,7
810,Female,28,Divorced,Bachelor,Medical,Research & Development,Manufacturing Director,Travel_Rarely,7655,8039,950,93,17,3,Medium,Very High,High,Medium,Good,Excellent,0,10,7,1,7,No,3,3,3,No,9
811,Male,46,Married,Below College,Marketing,Sales,Manager,Travel_Rarely,17465,15596,406,52,12,3,Very High,Low,High,High,Better,Excellent,3,23,9,4,9,No,1,3,4,No,12
812,Male,38,Single,College,Marketing,Sales,Sales Executive,Travel_Rarely,7351,20619,130,32,16,2,High,Very High,High,Medium,Better,Excellent,7,10,0,0,0,No,0,2,3,No,1
813,Female,43,Married,Bachelor,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,10820,11535,1082,83,11,27,High,High,High,Low,Better,Excellent,8,18,7,0,1,No,1,1,3,No,8
814,Male,39,Divorced,Bachelor,Life Sciences,Research & Development,Healthcare Representative,Travel_Frequently,12169,13547,203,84,11,2,Very High,Low,High,Very High,Better,Excellent,7,21,7,11,5,No,3,4,4,Yes,18
815,Male,40,Single,Bachelor,Medical,Research & Development,Research Director,Travel_Rarely,19626,17544,1308,44,14,14,Low,High,Medium,High,Best,Excellent,1,21,7,4,9,No,0,2,5,No,20
816,Female,21,Single,Below College,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,2070,25326,984,70,11,1,High,Very High,Medium,Medium,Best,Excellent,1,2,2,2,2,Yes,0,6,1,No,2
817,Male,39,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Non-Travel,6782,8770,439,70,15,9,High,High,High,Medium,Good,Excellent,9,9,4,0,3,No,0,2,2,No,5
818,Male,36,Single,Master,Life Sciences,Research & Development,Manufacturing Director,Non-Travel,7779,23238,217,78,20,18,Low,Low,High,Very High,Better,Outstanding,2,18,9,0,9,No,0,0,2,No,11
819,Male,31,Married,Bachelor,Life Sciences,Sales,Sales Representative,Travel_Frequently,2791,21981,793,67,12,20,Low,High,Very High,Very High,Better,Excellent,0,3,2,2,2,No,1,4,1,No,2
820,Male,28,Married,Below College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,3201,19911,1451,67,17,2,Low,Low,Medium,Medium,Bad,Excellent,0,6,3,0,4,No,0,2,1,No,5
821,Male,35,Divorced,College,Marketing,Sales,Sales Executive,Travel_Frequently,4968,18500,1182,54,11,11,Very High,Very High,High,Very High,Better,Excellent,1,5,2,0,2,No,1,3,2,No,5
822,Male,49,Married,Master,Technical Degree,Sales,Sales Executive,Travel_Rarely,13120,11879,174,56,17,8,Medium,Very High,Medium,Medium,Better,Excellent,6,22,8,2,3,No,1,3,4,No,9
823,Male,34,Single,College,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,4033,15834,1003,95,11,2,Very High,Very High,High,High,Good,Excellent,2,5,2,0,2,No,0,3,2,No,3
824,Female,29,Divorced,Bachelor,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,3291,17940,490,61,14,10,Very High,Very High,High,Medium,Good,Excellent,0,8,5,1,1,No,2,2,1,No,7
825,Male,42,Single,Bachelor,Medical,Research & Development,Laboratory Technician,Travel_Rarely,4272,9558,188,56,19,29,Low,Medium,Low,Very High,Better,Excellent,4,16,0,0,0,No,0,3,2,No,1
826,Male,29,Married,Below College,Medical,Research & Development,Manufacturing Director,Travel_Rarely,5056,17689,718,79,15,8,High,Medium,Medium,Very High,Good,Excellent,1,10,7,1,2,Yes,1,2,2,No,10
827,Male,38,Married,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,2844,6004,433,37,13,1,Very High,High,Very High,High,Best,Excellent,1,7,6,5,0,No,1,2,1,No,7
828,Male,28,Divorced,Bachelor,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,2703,22088,773,39,14,6,Very High,High,Medium,High,Better,Excellent,1,3,1,0,2,Yes,1,2,1,No,3
829,Male,18,Single,Below College,Medical,Research & Development,Laboratory Technician,Non-Travel,1904,13556,247,80,12,8,Very High,High,High,High,Better,Excellent,1,0,0,0,0,No,0,0,1,Yes,0
830,Female,33,Single,Master,Marketing,Sales,Sales Executive,Travel_Rarely,8224,18385,603,77,17,9,Low,Low,High,Low,Better,Excellent,0,6,2,0,3,Yes,0,3,2,Yes,5
831,Male,41,Married,Master,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,4766,9051,167,46,11,12,Low,Medium,High,Very High,Better,Excellent,3,6,0,0,0,Yes,1,4,1,No,1
832,Male,31,Married,Bachelor,Medical,Research & Development,Laboratory Technician,Travel_Frequently,2610,6233,874,72,12,15,High,High,High,High,Good,Excellent,1,2,2,2,2,No,1,5,1,Yes,2
833,Female,37,Divorced,College,Medical,Research & Development,Healthcare Representative,Travel_Rarely,5731,17171,367,52,13,25,High,High,Medium,Very High,Better,Excellent,7,9,2,1,3,No,2,2,2,No,6
834,Male,27,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2539,7950,199,55,13,6,High,Very High,Medium,High,Better,Excellent,1,4,2,2,2,No,1,0,1,No,4
835,Female,34,Married,Below College,Life Sciences,Sales,Sales Executive,Travel_Rarely,5714,5829,1400,70,20,9,Low,Medium,High,High,Good,Outstanding,1,6,5,1,3,No,0,3,2,No,6
836,Male,35,Single,Master,Technical Degree,Human Resources,Human Resources,Travel_Rarely,4323,7108,528,100,17,8,Medium,High,High,High,Bad,Excellent,1,6,4,1,4,No,0,2,1,No,5
837,Female,29,Married,Below College,Life Sciences,Sales,Sales Executive,Travel_Rarely,7336,11162,408,45,13,23,Low,Very High,Medium,Low,Bad,Excellent,1,11,8,3,10,No,1,3,3,Yes,11
838,Female,40,Single,Master,Medical,Research & Development,Research Director,Travel_Frequently,13499,13782,593,88,17,9,High,Medium,High,High,Good,Excellent,9,20,7,2,13,No,0,3,3,No,18
839,Male,42,Single,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Frequently,13758,2447,481,44,12,12,Medium,High,High,Low,Good,Excellent,0,22,9,13,14,Yes,0,2,4,Yes,21
840,Male,42,Single,Master,Marketing,Sales,Sales Executive,Travel_Rarely,5155,2253,647,45,13,4,Very High,Medium,High,Low,Best,Excellent,7,9,4,1,5,No,0,3,2,No,6
841,Male,35,Married,Master,Medical,Research & Development,Laboratory Technician,Travel_Rarely,2258,16340,982,58,12,1,Medium,Very High,Medium,High,Better,Excellent,6,10,0,1,7,No,1,2,1,No,8
842,Male,24,Single,Bachelor,Medical,Research & Development,Laboratory Technician,Travel_Rarely,3597,6409,477,49,22,24,Very High,Very High,High,Medium,Better,Outstanding,8,6,3,1,2,No,0,2,1,No,4
843,Female,28,Married,Below College,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,2515,22955,1485,79,11,12,Very High,High,High,Very High,Good,Excellent,1,1,1,0,0,Yes,0,4,1,Yes,1
844,Male,26,Married,Master,Medical,Research & Development,Laboratory Technician,Travel_Rarely,4420,13421,1384,82,22,3,Medium,Low,Very High,Very High,Better,Outstanding,1,8,7,0,7,No,1,2,1,No,8
845,Male,30,Married,Bachelor,Marketing,Sales,Sales Executive,Travel_Rarely,6578,2706,852,72,18,10,Low,High,Medium,High,Better,Excellent,1,10,3,1,4,No,1,3,2,No,10
846,Female,40,Married,College,Medical,Research & Development,Research Scientist,Travel_Frequently,4422,21203,902,92,13,26,Very High,High,Medium,Very High,Bad,Excellent,3,16,1,0,0,Yes,1,3,2,No,1
847,Male,35,Divorced,Bachelor,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,10274,19588,819,44,18,2,Medium,High,Medium,Medium,Best,Excellent,2,15,7,6,4,No,1,2,3,No,7
848,Male,34,Single,Bachelor,Medical,Research & Development,Healthcare Representative,Travel_Frequently,5343,25755,669,97,20,1,High,Very High,Medium,Low,Better,Outstanding,0,14,9,4,9,No,0,3,2,No,13
849,Male,35,Married,Master,Other,Research & Development,Laboratory Technician,Travel_Frequently,2376,26537,636,47,13,4,Medium,Very High,Medium,Very High,Best,Excellent,1,2,2,2,2,No,1,2,1,No,2
850,Female,43,Single,Bachelor,Marketing,Sales,Sales Executive,Travel_Rarely,5346,9489,1372,85,13,9,Medium,Low,Low,High,Good,Excellent,8,7,3,1,3,No,0,2,2,Yes,4
851,Female,32,Divorced,Below College,Life Sciences,Sales,Sales Representative,Non-Travel,2827,14947,862,76,12,2,High,High,High,Low,Better,Excellent,1,1,0,0,0,No,3,3,1,No,1
852,Female,56,Divorced,Master,Technical Degree,Research & Development,Manager,Travel_Rarely,19943,18575,718,92,13,4,Very High,Very High,High,Low,Better,Excellent,4,28,2,4,2,No,1,2,5,No,5
853,Female,29,Married,Below College,Medical,Research & Development,Laboratory Technician,Travel_Rarely,3131,26342,1401,54,13,6,Low,Medium,High,Very High,Better,Excellent,1,10,8,0,8,No,1,5,1,No,10
854,Male,19,Single,College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2552,7172,645,54,25,9,High,High,High,Low,Better,Outstanding,1,1,1,0,0,No,0,4,1,No,1
855,Female,45,Married,Bachelor,Medical,Research & Development,Research Scientist,Travel_Rarely,4477,20100,1457,83,19,7,High,Low,High,High,Good,Excellent,4,7,2,0,2,Yes,1,2,1,No,3
856,Female,37,Married,Bachelor,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,6474,9961,977,56,13,1,Medium,Very High,Medium,Very High,Good,Excellent,1,14,8,3,11,No,1,2,2,No,14
857,Male,20,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,3033,12828,805,87,12,3,Low,Low,Medium,High,Good,Excellent,1,2,2,1,2,No,0,2,1,No,2
858,Male,44,Single,Master,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2936,10826,1097,96,11,10,High,High,High,High,Better,Excellent,1,6,4,0,2,Yes,0,4,1,Yes,6
859,Female,53,Divorced,College,Medical,Research & Development,Manager,Travel_Rarely,18606,18640,1223,50,18,7,Medium,Very High,High,High,Better,Excellent,3,26,7,4,7,No,1,6,5,No,7
860,Female,29,Married,Below College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2168,26933,942,69,18,15,Low,Medium,Low,Very High,Good,Excellent,0,6,4,1,3,Yes,1,2,1,No,5
861,Male,22,Married,Master,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,2853,4223,1256,48,11,3,Medium,High,Medium,Very High,Better,Excellent,0,1,0,0,0,Yes,1,5,1,Yes,0
862,Female,46,Married,Bachelor,Marketing,Sales,Manager,Travel_Rarely,17048,24097,1402,69,23,2,Low,High,High,Low,Better,Outstanding,8,28,15,15,9,No,0,2,4,No,26
863,Male,44,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,Non-Travel,2290,4279,111,74,13,17,Very High,Very High,Low,High,Better,Excellent,2,6,0,0,0,No,0,3,1,No,0
864,Male,33,Married,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,3600,8429,147,99,13,2,Very High,Medium,High,High,Better,Excellent,1,5,4,1,4,No,1,2,1,No,5
865,Male,41,Divorced,College,Life Sciences,Research & Development,Research Scientist,Non-Travel,2107,20293,906,95,17,5,Low,Low,Medium,Low,Bad,Excellent,6,5,0,0,0,No,1,2,1,Yes,1
866,Male,30,Divorced,Master,Life Sciences,Sales,Sales Executive,Travel_Rarely,4115,13192,1329,61,19,29,High,High,High,Low,Better,Excellent,8,8,3,0,3,No,3,3,2,No,4
867,Male,40,Married,Master,Medical,Sales,Sales Executive,Travel_Frequently,4327,25440,1184,62,12,2,Very High,Medium,High,Medium,Better,Excellent,5,5,0,0,0,No,3,2,2,No,0
868,Female,50,Married,Bachelor,Medical,Research & Development,Manager,Travel_Frequently,17856,9490,1421,30,22,2,High,Very High,High,Low,Better,Outstanding,2,32,2,2,2,No,1,3,4,No,2
869,Male,28,Married,Master,Medical,Research & Development,Laboratory Technician,Travel_Rarely,3196,12449,1179,78,12,19,High,Very High,Medium,Low,Better,Excellent,1,6,5,3,3,No,3,2,1,No,6
870,Male,46,Married,College,Life Sciences,Research & Development,Research Director,Travel_Rarely,19081,10849,1450,52,11,15,Low,Very High,High,Medium,Better,Excellent,5,25,2,0,3,No,1,2,5,No,4
871,Male,35,Married,Master,Life Sciences,Sales,Sales Executive,Travel_Rarely,8966,21026,1361,94,15,17,Very High,High,High,Low,Better,Excellent,3,15,7,1,7,Yes,3,2,2,No,7
872,Female,24,Married,College,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,2210,3372,984,97,13,17,Low,Very High,High,Medium,Bad,Excellent,1,1,0,0,0,No,1,3,1,Yes,1
873,Female,33,Married,Bachelor,Medical,Sales,Sales Executive,Travel_Frequently,4539,4905,1146,82,12,25,Low,Medium,High,High,Good,Excellent,1,10,7,0,1,No,1,3,2,No,10
874,Male,36,Divorced,Master,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,2741,6865,917,60,14,6,High,High,Low,High,Better,Excellent,1,7,7,1,7,No,1,4,1,No,7
875,Male,30,Divorced,Master,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,3491,11309,853,49,13,7,Low,High,High,High,Good,Excellent,1,10,7,8,9,No,3,4,2,No,10
876,Male,44,Single,Master,Other,Research & Development,Research Scientist,Travel_Rarely,4541,7744,200,32,25,29,Medium,Very High,High,Very High,Better,Outstanding,1,20,11,13,17,No,0,3,2,No,20
877,Male,20,Single,Bachelor,Marketing,Sales,Sales Representative,Travel_Rarely,2678,5050,654,43,17,21,Very High,High,Very High,Very High,Better,Excellent,1,2,1,2,2,No,0,2,1,No,2
878,Male,46,Divorced,Master,Technical Degree,Research & Development,Manufacturing Director,Travel_Rarely,7379,17433,150,60,11,2,High,Very High,High,Very High,Good,Excellent,2,12,3,1,4,No,1,3,2,No,6
879,Male,42,Married,Doctor,Medical,Human Resources,Human Resources,Non-Travel,6272,12858,179,79,16,2,Low,Very High,Very High,Low,Best,Excellent,7,10,3,0,3,No,1,3,2,No,4
880,Male,60,Divorced,Master,Marketing,Sales,Sales Executive,Travel_Rarely,5220,10893,696,52,18,7,Medium,Medium,Very High,Very High,Better,Excellent,0,12,7,1,9,Yes,1,3,2,No,11
881,Female,32,Married,Bachelor,Other,Research & Development,Laboratory Technician,Travel_Frequently,2743,7331,116,77,20,13,High,High,Medium,Medium,Better,Outstanding,1,2,2,2,2,No,1,2,1,No,2
882,Female,32,Single,College,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,4998,2338,1316,38,14,2,Very High,Very High,High,High,Better,Excellent,4,10,7,0,7,Yes,0,2,2,No,8
883,Female,36,Divorced,Bachelor,Technical Degree,Research & Development,Manufacturing Director,Travel_Rarely,10252,4235,363,77,21,1,High,High,Low,Low,Better,Outstanding,2,17,7,7,7,Yes,1,2,3,No,7
884,Male,33,Married,Bachelor,Medical,Research & Development,Research Scientist,Travel_Rarely,2781,6311,117,60,13,9,Medium,Low,High,Very High,Better,Excellent,0,15,10,4,10,No,1,5,1,No,14
885,Female,40,Divorced,Bachelor,Technical Degree,Sales,Sales Executive,Travel_Rarely,6852,11591,107,84,12,10,Medium,Medium,Medium,Medium,Best,Excellent,7,7,1,1,3,No,1,2,2,No,5
886,Male,25,Single,Master,Life Sciences,Sales,Sales Executive,Travel_Rarely,4950,20623,1356,57,14,10,Medium,High,High,Very High,Better,Excellent,0,5,3,1,1,No,0,4,2,No,4
887,Male,30,Married,Bachelor,Medical,Research & Development,Research Scientist,Travel_Rarely,3579,9369,1465,63,21,1,Low,Very High,High,Medium,Better,Outstanding,0,12,9,5,7,Yes,1,2,1,No,11
888,Female,42,Married,Doctor,Medical,Research & Development,Research Director,Travel_Frequently,13191,23281,458,60,17,26,High,Low,High,Low,Better,Excellent,3,20,0,0,0,Yes,0,6,3,No,1
889,Female,35,Married,College,Marketing,Sales,Sales Executive,Non-Travel,10377,13755,1212,78,11,8,Medium,High,Medium,Very High,Good,Excellent,4,16,2,4,12,Yes,1,6,3,No,13
890,Male,27,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2235,14377,1103,42,14,14,Very High,Low,High,Low,Good,Excellent,1,9,7,6,8,Yes,2,3,1,No,9
891,Female,54,Divorced,Master,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,10502,9659,966,53,17,1,Low,Very High,High,High,Bad,Excellent,7,33,4,1,4,No,1,2,3,No,5
892,Female,44,Married,Below College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2011,19982,1117,72,13,2,Very High,Low,Very High,Very High,Better,Excellent,1,10,5,7,7,No,1,5,1,No,10
893,Female,19,Single,Bachelor,Medical,Research & Development,Research Scientist,Non-Travel,1859,6148,504,96,25,10,Medium,Low,Medium,Medium,Best,Outstanding,1,1,1,0,0,Yes,0,2,1,Yes,1
894,Female,29,Divorced,Bachelor,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,3760,5598,1010,97,15,1,Low,Low,High,Very High,Better,Excellent,1,3,2,1,2,No,3,5,1,No,3
895,Male,54,Married,Bachelor,Life Sciences,Research & Development,Research Director,Travel_Rarely,17779,23474,685,85,14,3,Low,Very High,High,Very High,Better,Excellent,3,36,9,0,9,No,0,2,4,No,10
896,Male,31,Married,College,Medical,Research & Development,Healthcare Representative,Travel_Rarely,6833,17089,1332,80,12,11,Very High,High,High,Low,Good,Excellent,1,6,5,0,1,Yes,0,2,2,No,6
897,Female,31,Single,Bachelor,Medical,Research & Development,Healthcare Representative,Travel_Rarely,6812,17198,1062,96,19,24,Medium,High,Medium,Low,Better,Excellent,1,10,9,1,8,No,0,2,2,No,10
898,Female,59,Single,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Rarely,5171,16490,326,48,17,3,Very High,High,Medium,Very High,Better,Excellent,5,13,1,0,5,No,0,2,2,No,6
899,Male,43,Married,Bachelor,Life Sciences,Research & Development,Research Director,Travel_Rarely,19740,18625,920,96,14,3,Medium,High,Low,Very High,Better,Excellent,3,25,7,0,7,No,1,2,5,No,8
900,Male,49,Married,College,Medical,Research & Development,Manager,Travel_Rarely,18711,12124,1098,85,13,4,High,Low,Medium,High,Best,Excellent,2,23,0,0,0,No,1,2,5,No,1
901,Male,36,Married,Bachelor,Technical Degree,Research & Development,Research Scientist,Travel_Frequently,3692,9256,469,46,12,3,High,High,High,Medium,Good,Excellent,1,12,10,0,7,No,0,2,1,No,11
902,Male,48,Single,College,Technical Degree,Research & Development,Laboratory Technician,Travel_Rarely,2559,16620,969,76,11,2,High,Very High,Very High,Medium,Good,Excellent,5,7,0,0,0,No,0,4,1,No,1
903,Male,27,Divorced,College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2517,3208,1167,76,11,4,Medium,Low,High,High,Better,Excellent,1,5,3,0,3,No,3,2,1,No,5
904,Male,29,Divorced,Bachelor,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,6623,4204,1329,82,11,7,Medium,High,High,Very High,Better,Excellent,1,6,0,1,0,Yes,2,2,2,No,6
905,Male,48,Single,Bachelor,Life Sciences,Research & Development,Research Director,Travel_Rarely,18265,8733,715,76,12,1,High,Very High,Medium,Very High,Best,Excellent,6,25,0,0,0,No,0,3,5,No,1
906,Female,29,Divorced,Bachelor,Life Sciences,Research & Development,Research Director,Travel_Rarely,16124,3423,694,87,14,1,Medium,Very High,Medium,Very High,Good,Excellent,3,9,7,1,7,No,2,2,4,No,7
907,Female,34,Married,Bachelor,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,2585,21643,1320,89,17,20,Very High,High,Very High,High,Good,Excellent,0,2,0,0,0,No,0,5,1,No,1
908,Male,44,Married,Bachelor,Marketing,Sales,Manager,Travel_Rarely,18213,8751,1099,88,11,5,High,Medium,High,Medium,Better,Excellent,7,26,9,3,10,No,1,5,5,No,22
909,Male,33,Divorced,Doctor,Marketing,Sales,Sales Executive,Travel_Rarely,8380,21708,536,82,14,10,Very High,Very High,Very High,High,Better,Excellent,0,10,8,0,8,Yes,2,3,3,No,9
